customer_id,identity_segment,engagement_tier,age,income,cost_preference,preferred_price_tier,group_size,explore_prob,preferred_rest_type,order_frequency_days,base_churn_hazard,location
1005629,Student,occasional,23,29000,255.0,Budget,1,0.35,Beverage Shop,8.6,0.06,Koramangala 1st Block
1005630,Office Worker,regular,39,48132,457.0,Budget,2,0.2,Quick Bites,5.3,0.03,Kalyan Nagar
1005631,Office Worker,occasional,26,86234,669.0,Mid-range,1,0.2,Quick Bites,3.8,0.06,Banaswadi
1005632,Student,occasional,21,11557,347.0,Budget,1,0.35,Quick Bites,10.2,0.06,Electronic City
1005633,Office Worker,regular,26,30750,508.0,Mid-range,2,0.2,Delivery,14.2,0.03,BTM
1005634,Student,trial_only,19,22755,239.0,Budget,1,0.35,Beverage Shop,24.6,0.15,Bellandur
1005635,Student,occasional,24,31482,267.0,Budget,2,0.35,Cafe,6.9,0.06,St. Marks Road
1005636,Family,trial_only,37,61170,599.0,Mid-range,2,0.15,Food Court,14.7,0.15,Koramangala 8th Block
1005637,Office Worker,occasional,35,70731,618.0,Mid-range,1,0.2,Quick Bites,4.5,0.06,Race Course Road
1005638,Family,regular,46,106780,488.0,Budget,6,0.15,Fine Dining,7.4,0.03,Kammanahalli
1005639,Student,regular,18,10543,373.0,Budget,1,0.35,Cafe,3.9,0.03,Malleshwaram
1005640,Family,regular,37,104478,916.0,Mid-range,4,0.15,Casual Dining,15.2,0.03,Koramangala 6th Block
1005641,Office Worker,power_user,26,68797,290.0,Budget,1,0.2,Cafe,8.4,0.01,Jayanagar
1005642,Couple,regular,30,113375,1543.0,Premium,2,0.3,Fine Dining,0.2,0.03,Church Street
1005643,Couple,regular,28,134881,1122.0,Premium,1,0.3,Lounge,8.1,0.03,Koramangala 5th Block
1005644,Office Worker,power_user,34,89246,318.0,Budget,1,0.2,Delivery,2.0,0.01,Residency Road
1005645,Family,trial_only,24,66531,873.0,Mid-range,1,0.15,Casual Dining,17.7,0.15,Koramangala 7th Block
1005646,Student,regular,21,31450,234.0,Budget,1,0.35,Quick Bites,11.0,0.03,Sarjapur Road
1005647,Family,occasional,31,61161,759.0,Mid-range,3,0.15,Dessert Parlor,20.6,0.06,Marathahalli
1005648,Student,occasional,24,34378,260.0,Budget,2,0.35,Dessert Parlor,39.8,0.06,Koramangala 6th Block
1005649,Office Worker,occasional,37,76434,362.0,Budget,1,0.2,Casual Dining,10.4,0.06,New BEL Road
1005650,Student,regular,20,33774,205.0,Budget,3,0.35,Cafe,21.8,0.03,Koramangala 1st Block
1005651,Couple,occasional,30,56776,1439.0,Premium,2,0.3,Pub,10.5,0.06,Rajajinagar
1005652,Office Worker,occasional,35,34446,482.0,Budget,2,0.2,Quick Bites,17.7,0.06,BTM
1005653,Family,trial_only,42,178265,852.0,Mid-range,3,0.15,Casual Dining,9.9,0.15,Rajajinagar
1005654,Office Worker,regular,32,46917,414.0,Budget,1,0.2,Casual Dining,2.7,0.03,Commercial Street
1005655,Office Worker,power_user,24,52892,455.0,Budget,1,0.2,Quick Bites,1.5,0.01,Bommanahalli
1005656,Student,occasional,18,17424,241.0,Budget,1,0.35,Beverage Shop,11.1,0.06,Electronic City
1005657,Food Explorer,regular,34,52542,412.0,Budget,1,0.7,Casual Dining,2.5,0.03,Bellandur
1005658,Couple,occasional,34,57102,1713.0,Premium,1,0.3,Lounge,28.9,0.06,Marathahalli
1005659,Student,occasional,23,13384,371.0,Budget,1,0.35,Dessert Parlor,21.1,0.06,BTM
1005660,Family,occasional,21,161598,688.0,Mid-range,3,0.15,Casual Dining,7.7,0.06,Old Airport Road
1005661,Office Worker,trial_only,26,31619,300.0,Budget,1,0.2,Quick Bites,6.3,0.15,Whitefield
1005662,Student,occasional,23,32384,164.0,Budget,2,0.35,Quick Bites,49.9,0.06,Koramangala 5th Block
1005663,Office Worker,trial_only,40,43205,387.0,Budget,1,0.2,Casual Dining,67.9,0.15,Banaswadi
1005664,Student,occasional,23,25124,309.0,Budget,1,0.35,Quick Bites,5.4,0.06,HSR
1005665,Student,regular,18,16435,309.0,Budget,1,0.35,Food Court,4.2,0.03,Banaswadi
1005666,Family,occasional,21,166919,830.0,Mid-range,3,0.15,Cafe,17.6,0.06,Lavelle Road
1005667,Office Worker,occasional,38,32424,483.0,Budget,2,0.2,Quick Bites,14.6,0.06,Whitefield
1005668,Couple,trial_only,34,121437,888.0,Mid-range,2,0.3,Cafe,14.5,0.15,HSR
1005669,Family,regular,37,172148,1102.0,Premium,2,0.15,Casual Dining,9.4,0.03,Marathahalli
1005670,Couple,regular,45,94055,1141.0,Premium,2,0.3,Pub,8.7,0.03,HSR
1005671,Family,trial_only,28,114090,859.0,Mid-range,2,0.15,Dessert Parlor,32.1,0.15,Sarjapur Road
1005672,Couple,power_user,30,64986,1003.0,Premium,3,0.3,Fine Dining,5.0,0.01,St. Marks Road
1005673,Office Worker,occasional,35,82717,481.0,Budget,1,0.2,Casual Dining,7.5,0.06,Brigade Road
1005674,Office Worker,occasional,39,87510,658.0,Mid-range,1,0.2,Casual Dining,16.6,0.06,JP Nagar
1005675,Office Worker,regular,29,59791,351.0,Budget,2,0.2,Cafe,2.4,0.03,Koramangala 4th Block
1005676,Food Explorer,regular,24,95382,321.0,Budget,3,0.7,Pub,7.4,0.03,BTM
1005677,Student,trial_only,18,28951,231.0,Budget,1,0.35,Quick Bites,42.2,0.15,Indiranagar
1005678,Family,power_user,20,102502,733.0,Mid-range,3,0.15,Dessert Parlor,0.2,0.01,Jeevan Bhima Nagar
1005679,Couple,occasional,32,50390,1044.0,Premium,1,0.3,Cafe,24.4,0.06,Shivajinagar
1005680,Office Worker,occasional,32,37716,346.0,Budget,1,0.2,Quick Bites,53.6,0.06,Banaswadi
1005681,Couple,occasional,34,139685,1185.0,Premium,1,0.3,Pub,49.1,0.06,Richmond Road
1005682,Office Worker,regular,27,77938,606.0,Mid-range,1,0.2,Casual Dining,1.9,0.03,Basavanagudi
1005683,Student,power_user,22,12372,288.0,Budget,2,0.35,Quick Bites,0.8,0.01,Banashankari
1005684,Family,trial_only,51,156242,781.0,Mid-range,6,0.15,Casual Dining,70.1,0.15,Sarjapur Road
1005685,Office Worker,regular,27,82991,484.0,Budget,1,0.2,Quick Bites,1.2,0.03,BTM
1005686,Student,regular,22,23575,352.0,Budget,1,0.35,Quick Bites,14.1,0.03,BTM
1005687,Student,trial_only,21,21282,410.0,Budget,2,0.35,Beverage Shop,6.9,0.15,JP Nagar
1005688,Student,regular,22,34999,319.0,Budget,1,0.35,Dessert Parlor,1.9,0.03,Koramangala 6th Block
1005689,Couple,regular,24,137196,1199.0,Premium,4,0.3,Fine Dining,15.1,0.03,JP Nagar
1005690,Couple,trial_only,38,88642,903.0,Mid-range,1,0.3,Pub,35.0,0.15,Electronic City
1005691,Office Worker,power_user,36,58614,524.0,Mid-range,1,0.2,Quick Bites,1.3,0.01,Sarjapur Road
1005692,Student,regular,22,33552,232.0,Budget,1,0.35,Quick Bites,11.6,0.03,Residency Road
1005693,Office Worker,regular,38,85291,362.0,Budget,2,0.2,Casual Dining,6.8,0.03,Koramangala 6th Block
1005694,Couple,occasional,40,113026,1258.0,Premium,3,0.3,Fine Dining,11.3,0.06,Kalyan Nagar
1005695,Family,trial_only,55,137816,1108.0,Premium,4,0.15,Casual Dining,9.0,0.15,Electronic City
1005696,Office Worker,occasional,35,74186,523.0,Mid-range,2,0.2,Cafe,5.1,0.06,Wilson Garden
1005697,Student,trial_only,21,17222,297.0,Budget,1,0.35,Quick Bites,38.8,0.15,Banaswadi
1005698,Food Explorer,power_user,37,113367,355.0,Budget,1,0.7,Confectionery,1.0,0.01,Bellandur
1005699,Couple,occasional,39,79407,1657.0,Premium,2,0.3,Fine Dining,8.4,0.06,Koramangala 5th Block
1005700,Student,regular,21,30779,295.0,Budget,1,0.35,Dessert Parlor,3.3,0.03,Frazer Town
1005701,Couple,trial_only,36,132013,1113.0,Premium,1,0.3,Microbrewery,68.3,0.15,Bellandur
1005702,Student,trial_only,20,17216,344.0,Budget,3,0.35,Bakery,18.2,0.15,JP Nagar
1005703,Student,regular,22,30191,264.0,Budget,2,0.35,Quick Bites,5.7,0.03,Koramangala 4th Block
1005704,Couple,trial_only,34,136724,974.0,Mid-range,1,0.3,Cafe,4.8,0.15,Marathahalli
1005705,Office Worker,occasional,25,59796,384.0,Budget,1,0.2,Casual Dining,9.9,0.06,New BEL Road
1005706,Office Worker,regular,30,62383,384.0,Budget,1,0.2,Casual Dining,2.7,0.03,Indiranagar
1005707,Food Explorer,occasional,40,80750,318.0,Budget,2,0.7,Pub,10.9,0.06,Electronic City
1005708,Couple,trial_only,31,54482,828.0,Mid-range,3,0.3,Pub,16.4,0.15,Jayanagar
1005709,Student,regular,22,23514,378.0,Budget,1,0.35,Cafe,1.8,0.03,Shivajinagar
1005710,Family,power_user,34,140858,934.0,Mid-range,2,0.15,Dessert Parlor,1.7,0.01,Bellandur
1005711,Couple,trial_only,30,106123,953.0,Mid-range,1,0.3,Fine Dining,2.1,0.15,JP Nagar
1005712,Family,regular,33,119964,978.0,Mid-range,3,0.15,Fine Dining,3.5,0.03,Cunningham Road
1005713,Food Explorer,regular,40,80104,677.0,Mid-range,1,0.7,Meat Shop,33.7,0.03,Bommanahalli
1005714,Family,occasional,24,124395,735.0,Mid-range,5,0.15,Fine Dining,17.6,0.06,Marathahalli
1005715,Student,occasional,22,33228,202.0,Budget,1,0.35,Quick Bites,14.3,0.06,Old Airport Road
1005716,Student,regular,23,20288,327.0,Budget,1,0.35,Quick Bites,2.8,0.03,Koramangala 1st Block
1005717,Couple,power_user,28,72434,1760.0,Premium,2,0.3,Cafe,3.5,0.01,Basavanagudi
1005718,Food Explorer,trial_only,36,45126,604.0,Mid-range,2,0.7,Dessert Parlor,10.8,0.15,Whitefield
1005719,Student,occasional,22,31770,380.0,Budget,2,0.35,Dessert Parlor,33.9,0.06,Koramangala 5th Block
1005720,Student,occasional,20,14505,283.0,Budget,2,0.35,Quick Bites,25.8,0.06,Brigade Road
1005721,Couple,trial_only,27,91708,1477.0,Premium,3,0.3,Pub,10.7,0.15,Bannerghatta Road
1005722,Student,power_user,24,28912,288.0,Budget,1,0.35,Cafe,1.6,0.01,BTM
1005723,Student,trial_only,19,14464,108.0,Budget,2,0.35,Cafe,35.9,0.15,BTM
1005724,Couple,occasional,44,73423,983.0,Mid-range,2,0.3,Cafe,8.7,0.06,Ulsoor
1005725,Couple,trial_only,38,113530,1240.0,Premium,3,0.3,Cafe,29.8,0.15,Jayanagar
1005726,Couple,regular,42,112773,1525.0,Premium,2,0.3,Fine Dining,14.6,0.03,BTM
1005727,Family,regular,30,89206,769.0,Mid-range,2,0.15,Casual Dining,12.6,0.03,Bellandur
1005728,Office Worker,occasional,23,62512,453.0,Budget,2,0.2,Food Court,8.0,0.06,HSR
1005729,Food Explorer,trial_only,34,96331,453.0,Budget,1,0.7,Mess,31.8,0.15,Koramangala 5th Block
1005730,Office Worker,trial_only,29,43284,606.0,Mid-range,1,0.2,Quick Bites,2.6,0.15,Brookefield
1005731,Office Worker,regular,32,56598,600.0,Mid-range,1,0.2,Casual Dining,2.6,0.03,BTM
1005732,Couple,occasional,34,78057,997.0,Mid-range,1,0.3,Pub,17.2,0.06,Electronic City
1005733,Family,regular,31,172805,497.0,Budget,4,0.15,Dessert Parlor,5.9,0.03,Jayanagar
1005734,Couple,occasional,39,88357,658.0,Mid-range,1,0.3,Microbrewery,8.2,0.06,Koramangala 2nd Block
1005735,Student,trial_only,21,31397,348.0,Budget,2,0.35,Bakery,11.4,0.15,BTM
1005736,Food Explorer,occasional,34,110415,634.0,Mid-range,1,0.7,Club,9.2,0.06,Electronic City
1005737,Family,regular,44,80131,644.0,Mid-range,7,0.15,Fine Dining,19.9,0.03,Malleshwaram
1005738,Family,trial_only,44,172957,854.0,Mid-range,1,0.15,Cafe,28.2,0.15,Nagawara
1005739,Food Explorer,regular,28,43929,292.0,Budget,1,0.7,Pop Up,3.3,0.03,Indiranagar
1005740,Office Worker,occasional,36,53205,529.0,Mid-range,2,0.2,Delivery,4.2,0.06,Banashankari
1005741,Family,occasional,27,79078,724.0,Mid-range,1,0.15,Fine Dining,7.0,0.06,Whitefield
1005742,Family,occasional,54,65538,584.0,Mid-range,2,0.15,Casual Dining,6.0,0.06,Banashankari
1005743,Couple,occasional,41,105199,1090.0,Premium,2,0.3,Fine Dining,3.2,0.06,BTM
1005744,Couple,occasional,36,110090,1080.0,Premium,3,0.3,Microbrewery,8.1,0.06,Indiranagar
1005745,Family,power_user,26,129837,873.0,Mid-range,4,0.15,Fine Dining,2.5,0.01,Bellandur
1005746,Student,regular,24,20439,393.0,Budget,2,0.35,Quick Bites,1.4,0.03,BTM
1005747,Student,occasional,21,29671,389.0,Budget,1,0.35,Cafe,26.4,0.06,Koramangala 5th Block
1005748,Food Explorer,occasional,37,79385,640.0,Mid-range,1,0.7,Microbrewery,7.5,0.06,HSR
1005749,Food Explorer,occasional,22,82802,553.0,Mid-range,1,0.7,Takeaway,9.6,0.06,Basaveshwara Nagar
1005750,Food Explorer,regular,28,75356,458.0,Budget,2,0.7,Dhaba,7.8,0.03,Brigade Road
1005751,Student,power_user,20,15180,159.0,Budget,1,0.35,Dessert Parlor,2.4,0.01,Sarjapur Road
1005752,Office Worker,occasional,37,69275,448.0,Budget,1,0.2,Quick Bites,4.5,0.06,Church Street
1005753,Couple,occasional,34,132901,945.0,Mid-range,1,0.3,Fine Dining,8.7,0.06,Jayanagar
1005754,Couple,occasional,26,80444,1566.0,Premium,2,0.3,Cafe,2.3,0.06,HSR
1005755,Student,occasional,22,21587,284.0,Budget,1,0.35,Dessert Parlor,26.1,0.06,Koramangala 5th Block
1005756,Family,regular,25,167116,949.0,Mid-range,2,0.15,Dessert Parlor,2.8,0.03,Richmond Road
1005757,Student,regular,21,15164,261.0,Budget,1,0.35,Bakery,3.3,0.03,Basaveshwara Nagar
1005758,Office Worker,power_user,40,55275,382.0,Budget,2,0.2,Casual Dining,1.4,0.01,Bellandur
1005759,Student,occasional,21,16738,348.0,Budget,1,0.35,Cafe,19.9,0.06,Indiranagar
1005760,Student,regular,21,18541,322.0,Budget,1,0.35,Bakery,1.8,0.03,Ejipura
1005761,Student,regular,18,21481,326.0,Budget,1,0.35,Food Court,2.4,0.03,Bannerghatta Road
1005762,Food Explorer,trial_only,30,113836,577.0,Mid-range,1,0.7,Microbrewery,25.1,0.15,HSR
1005763,Family,regular,54,61500,958.0,Mid-range,5,0.15,Fine Dining,10.9,0.03,Whitefield
1005764,Food Explorer,occasional,40,68651,761.0,Mid-range,1,0.7,Microbrewery,12.3,0.06,New BEL Road
1005765,Office Worker,regular,40,81954,232.0,Budget,2,0.2,Casual Dining,7.4,0.03,Cunningham Road
1005766,Office Worker,regular,29,34984,424.0,Budget,2,0.2,Casual Dining,5.6,0.03,Kammanahalli
1005767,Office Worker,power_user,24,60389,551.0,Mid-range,1,0.2,Food Court,2.2,0.01,CV Raman Nagar
1005768,Family,trial_only,28,78640,596.0,Mid-range,4,0.15,Fine Dining,39.7,0.15,HSR
1005769,Office Worker,occasional,26,63559,281.0,Budget,2,0.2,Casual Dining,12.9,0.06,Koramangala 1st Block
1005770,Family,occasional,22,145716,772.0,Mid-range,4,0.15,Casual Dining,34.4,0.06,MG Road
1005771,Couple,trial_only,39,113522,1356.0,Premium,3,0.3,Fine Dining,14.6,0.15,South Bangalore
1005772,Couple,power_user,35,106233,1062.0,Premium,2,0.3,Fine Dining,6.2,0.01,Seshadripuram
1005773,Student,occasional,23,28567,403.0,Budget,1,0.35,Quick Bites,5.9,0.06,Jayanagar
1005774,Office Worker,regular,26,62077,634.0,Mid-range,3,0.2,Food Court,5.0,0.03,Ejipura
1005775,Student,occasional,22,25321,146.0,Budget,1,0.35,Food Court,4.9,0.06,Brigade Road
1005776,Student,trial_only,18,12049,269.0,Budget,2,0.35,Beverage Shop,17.9,0.15,BTM
1005777,Family,power_user,45,62556,344.0,Budget,4,0.15,Casual Dining,1.2,0.01,BTM
1005778,Office Worker,trial_only,37,39844,516.0,Mid-range,1,0.2,Cafe,11.6,0.15,Nagarbhavi
1005779,Family,occasional,29,124783,664.0,Mid-range,1,0.15,Casual Dining,3.8,0.06,Nagawara
1005780,Student,regular,20,19905,262.0,Budget,3,0.35,Cafe,4.9,0.03,Banashankari
1005781,Food Explorer,power_user,30,69286,887.0,Mid-range,3,0.7,Club,3.0,0.01,Malleshwaram
1005782,Food Explorer,occasional,33,75840,268.0,Budget,2,0.7,Irani Cafe,58.6,0.06,Sarjapur Road
1005783,Office Worker,occasional,32,89367,292.0,Budget,2,0.2,Quick Bites,15.4,0.06,Kammanahalli
1005784,Couple,regular,26,87658,517.0,Mid-range,4,0.3,Cafe,6.0,0.03,Indiranagar
1005785,Student,occasional,20,21104,402.0,Budget,1,0.35,Cafe,7.0,0.06,Whitefield
1005786,Family,power_user,38,120329,1008.0,Premium,2,0.15,Casual Dining,2.1,0.01,Brigade Road
1005787,Couple,trial_only,37,127422,1112.0,Premium,2,0.3,Pub,6.9,0.15,JP Nagar
1005788,Couple,regular,37,123355,817.0,Mid-range,4,0.3,Cafe,4.8,0.03,Brigade Road
1005789,Couple,occasional,38,147939,1450.0,Premium,4,0.3,Fine Dining,2.2,0.06,Majestic
1005790,Office Worker,occasional,31,68142,725.0,Mid-range,1,0.2,Quick Bites,9.6,0.06,Indiranagar
1005791,Couple,occasional,35,145387,1129.0,Premium,3,0.3,Fine Dining,56.3,0.06,Koramangala 4th Block
1005792,Family,trial_only,32,133354,559.0,Mid-range,1,0.15,Casual Dining,24.1,0.15,St. Marks Road
1005793,Student,trial_only,19,23456,399.0,Budget,3,0.35,Beverage Shop,71.2,0.15,Sarjapur Road
1005794,Student,regular,20,23945,209.0,Budget,1,0.35,Bakery,25.2,0.03,HSR
1005795,Couple,regular,33,98016,1090.0,Premium,2,0.3,Pub,1.7,0.03,Ulsoor
1005796,Family,occasional,23,84111,272.0,Budget,3,0.15,Casual Dining,15.0,0.06,Koramangala 4th Block
1005797,Office Worker,power_user,26,51980,420.0,Budget,1,0.2,Casual Dining,0.8,0.01,Indiranagar
1005798,Food Explorer,occasional,24,88371,280.0,Budget,2,0.7,Pub,4.9,0.06,Ulsoor
1005799,Family,power_user,34,132736,1052.0,Premium,2,0.15,Casual Dining,1.6,0.01,Banaswadi
1005800,Office Worker,trial_only,31,39507,352.0,Budget,1,0.2,Quick Bites,26.5,0.15,Rajajinagar
1005801,Office Worker,occasional,25,78212,528.0,Mid-range,1,0.2,Casual Dining,5.7,0.06,New BEL Road
1005802,Family,occasional,24,145550,779.0,Mid-range,3,0.15,Dessert Parlor,14.1,0.06,Brigade Road
1005803,Couple,regular,35,102518,1238.0,Premium,2,0.3,Cafe,18.8,0.03,Brookefield
1005804,Family,trial_only,28,114274,904.0,Mid-range,5,0.15,Casual Dining,34.3,0.15,BTM
1005805,Office Worker,occasional,38,63456,445.0,Budget,1,0.2,Casual Dining,42.0,0.06,Basavanagudi
1005806,Family,trial_only,25,129775,670.0,Mid-range,3,0.15,Casual Dining,15.5,0.15,Whitefield
1005807,Family,trial_only,37,111356,638.0,Mid-range,4,0.15,Casual Dining,14.7,0.15,BTM
1005808,Couple,power_user,41,136280,1353.0,Premium,2,0.3,Fine Dining,1.2,0.01,Koramangala 1st Block
1005809,Student,power_user,18,13956,148.0,Budget,2,0.35,Dessert Parlor,3.6,0.01,Koramangala 5th Block
1005810,Couple,regular,33,87310,1703.0,Premium,1,0.3,Cafe,2.4,0.03,Koramangala 2nd Block
1005811,Office Worker,occasional,31,53856,463.0,Budget,1,0.2,Cafe,38.8,0.06,Koramangala 5th Block
1005812,Student,occasional,21,12494,273.0,Budget,1,0.35,Cafe,3.5,0.06,Thippasandra
1005813,Family,regular,51,70689,853.0,Mid-range,4,0.15,Fine Dining,2.7,0.03,Shanti Nagar
1005814,Family,trial_only,40,166968,681.0,Mid-range,7,0.15,Cafe,16.4,0.15,Shivajinagar
1005815,Office Worker,power_user,29,76466,432.0,Budget,1,0.2,Cafe,0.9,0.01,Bellandur
1005816,Couple,occasional,32,86498,860.0,Mid-range,1,0.3,Lounge,7.4,0.06,Whitefield
1005817,Office Worker,occasional,34,45966,488.0,Budget,1,0.2,Quick Bites,23.0,0.06,Koramangala 1st Block
1005818,Student,regular,20,20163,294.0,Budget,2,0.35,Bakery,5.5,0.03,Hennur
1005819,Office Worker,power_user,35,72295,469.0,Budget,3,0.2,Cafe,4.5,0.01,Indiranagar
1005820,Office Worker,occasional,29,47761,598.0,Mid-range,1,0.2,Casual Dining,28.2,0.06,HSR
1005821,Family,occasional,22,67958,639.0,Mid-range,2,0.15,Fine Dining,7.6,0.06,Brookefield
1005822,Couple,regular,35,92017,1161.0,Premium,1,0.3,Cafe,7.8,0.03,Koramangala 1st Block
1005823,Family,occasional,29,131847,470.0,Budget,6,0.15,Cafe,9.3,0.06,Whitefield
1005824,Student,occasional,20,23024,344.0,Budget,1,0.35,Quick Bites,6.7,0.06,BTM
1005825,Office Worker,regular,28,40340,448.0,Budget,3,0.2,Casual Dining,4.1,0.03,Rajajinagar
1005826,Student,occasional,18,31083,301.0,Budget,1,0.35,Food Court,34.1,0.06,Whitefield
1005827,Family,regular,30,135782,769.0,Mid-range,6,0.15,Fine Dining,10.1,0.03,BTM
1005828,Student,trial_only,24,28004,254.0,Budget,1,0.35,Quick Bites,54.5,0.15,CV Raman Nagar
1005829,Office Worker,occasional,28,87456,700.0,Mid-range,2,0.2,Food Court,8.2,0.06,Shivajinagar
1005830,Couple,regular,40,101328,1211.0,Premium,3,0.3,Fine Dining,1.8,0.03,Ulsoor
1005831,Family,occasional,34,129469,859.0,Mid-range,6,0.15,Casual Dining,15.8,0.06,Koramangala 4th Block
1005832,Office Worker,regular,24,75831,336.0,Budget,1,0.2,Casual Dining,16.5,0.03,JP Nagar
1005833,Office Worker,trial_only,38,76437,539.0,Mid-range,2,0.2,Casual Dining,18.7,0.15,Bannerghatta Road
1005834,Family,occasional,52,161735,775.0,Mid-range,1,0.15,Casual Dining,29.2,0.06,Ulsoor
1005835,Office Worker,power_user,27,72264,495.0,Budget,1,0.2,Casual Dining,5.9,0.01,Indiranagar
1005836,Student,occasional,19,11453,372.0,Budget,2,0.35,Bakery,30.9,0.06,Richmond Road
1005837,Couple,regular,44,85033,1169.0,Premium,2,0.3,Cafe,7.6,0.03,Banashankari
1005838,Office Worker,trial_only,24,65534,382.0,Budget,1,0.2,Cafe,26.9,0.15,St. Marks Road
1005839,Office Worker,trial_only,39,56692,217.0,Budget,1,0.2,Cafe,40.1,0.15,BTM
1005840,Student,occasional,19,11081,269.0,Budget,2,0.35,Beverage Shop,29.2,0.06,BTM
1005841,Office Worker,occasional,38,46055,382.0,Budget,2,0.2,Casual Dining,19.0,0.06,BTM
1005842,Office Worker,occasional,39,48487,336.0,Budget,1,0.2,Quick Bites,17.9,0.06,Hosur Road
1005843,Office Worker,regular,27,32167,595.0,Mid-range,1,0.2,Food Court,3.4,0.03,Koramangala 4th Block
1005844,Family,power_user,27,151490,997.0,Mid-range,6,0.15,Food Court,3.5,0.01,Brookefield
1005845,Office Worker,trial_only,24,52678,267.0,Budget,1,0.2,Cafe,30.7,0.15,MG Road
1005846,Couple,regular,41,129129,1246.0,Premium,2,0.3,Fine Dining,21.2,0.03,JP Nagar
1005847,Food Explorer,regular,28,109625,396.0,Budget,1,0.7,Takeaway,9.9,0.03,Kalyan Nagar
1005848,Student,regular,22,32096,329.0,Budget,1,0.35,Cafe,7.5,0.03,MG Road
1005849,Student,trial_only,22,32706,236.0,Budget,1,0.35,Quick Bites,15.5,0.15,Vasanth Nagar
1005850,Couple,trial_only,35,99824,1038.0,Premium,1,0.3,Pub,6.7,0.15,Jayanagar
1005851,Food Explorer,regular,26,59407,841.0,Mid-range,4,0.7,Food Court,2.7,0.03,Banashankari
1005852,Couple,regular,32,58413,1446.0,Premium,1,0.3,Cafe,21.2,0.03,Marathahalli
1005853,Student,trial_only,21,25599,421.0,Budget,1,0.35,Dessert Parlor,20.3,0.15,Koramangala 5th Block
1005854,Office Worker,regular,24,37607,428.0,Budget,1,0.2,Delivery,8.0,0.03,Banaswadi
1005855,Student,trial_only,20,16034,184.0,Budget,2,0.35,Bakery,13.7,0.15,Electronic City
1005856,Couple,trial_only,39,74431,1476.0,Premium,2,0.3,Cafe,5.6,0.15,Bannerghatta Road
1005857,Family,occasional,35,92822,985.0,Mid-range,6,0.15,Casual Dining,10.3,0.06,Electronic City
1005858,Office Worker,power_user,30,52331,513.0,Mid-range,1,0.2,Cafe,5.4,0.01,Vasanth Nagar
1005859,Family,occasional,50,99757,651.0,Mid-range,4,0.15,Cafe,4.6,0.06,Koramangala 4th Block
1005860,Office Worker,trial_only,32,61594,343.0,Budget,1,0.2,Delivery,5.6,0.15,JP Nagar
1005861,Family,regular,46,174882,907.0,Mid-range,1,0.15,Fine Dining,1.5,0.03,Bellandur
1005862,Student,trial_only,18,26149,229.0,Budget,1,0.35,Quick Bites,11.7,0.15,HSR
1005863,Family,regular,53,141129,738.0,Mid-range,4,0.15,Casual Dining,5.9,0.03,Indiranagar
1005864,Family,trial_only,47,79500,1381.0,Premium,3,0.15,Casual Dining,12.7,0.15,Jayanagar
1005865,Family,occasional,49,73697,1226.0,Premium,3,0.15,Fine Dining,16.4,0.06,HSR
1005866,Office Worker,power_user,35,41338,529.0,Mid-range,2,0.2,Casual Dining,2.2,0.01,Old Airport Road
1005867,Couple,occasional,35,134847,1001.0,Premium,1,0.3,Fine Dining,5.7,0.06,Ulsoor
1005868,Family,power_user,39,80758,656.0,Mid-range,4,0.15,Fine Dining,10.1,0.01,BTM
1005869,Student,regular,22,34598,357.0,Budget,2,0.35,Quick Bites,4.1,0.03,HSR
1005870,Student,trial_only,21,28874,420.0,Budget,1,0.35,Bakery,16.6,0.15,South Bangalore
1005871,Family,regular,46,159484,698.0,Mid-range,6,0.15,Casual Dining,5.3,0.03,BTM
1005872,Office Worker,trial_only,29,48125,404.0,Budget,1,0.2,Quick Bites,23.0,0.15,Richmond Road
1005873,Student,power_user,23,13907,307.0,Budget,1,0.35,Quick Bites,2.4,0.01,Brookefield
1005874,Student,occasional,20,14167,189.0,Budget,1,0.35,Cafe,13.5,0.06,Ejipura
1005875,Student,trial_only,21,31444,191.0,Budget,1,0.35,Food Court,63.0,0.15,Domlur
1005876,Office Worker,occasional,24,55882,332.0,Budget,2,0.2,Delivery,21.0,0.06,Kalyan Nagar
1005877,Family,trial_only,52,109097,909.0,Mid-range,3,0.15,Casual Dining,20.5,0.15,Kalyan Nagar
1005878,Student,trial_only,22,16188,322.0,Budget,1,0.35,Cafe,60.8,0.15,Koramangala 1st Block
1005879,Family,occasional,28,102749,1027.0,Premium,2,0.15,Casual Dining,6.2,0.06,BTM
1005880,Office Worker,occasional,23,52158,276.0,Budget,2,0.2,Casual Dining,7.0,0.06,Koramangala 4th Block
1005881,Office Worker,power_user,38,74965,298.0,Budget,1,0.2,Quick Bites,6.6,0.01,Marathahalli
1005882,Student,regular,18,30601,336.0,Budget,1,0.35,Quick Bites,21.4,0.03,Koramangala 1st Block
1005883,Couple,regular,34,96710,938.0,Mid-range,2,0.3,Pub,3.8,0.03,MG Road
1005884,Food Explorer,trial_only,22,66712,400.0,Budget,1,0.7,Mess,29.0,0.15,Ulsoor
1005885,Office Worker,occasional,35,57102,551.0,Mid-range,1,0.2,Food Court,4.3,0.06,Banaswadi
1005886,Student,occasional,19,14371,256.0,Budget,2,0.35,Cafe,2.7,0.06,Richmond Road
1005887,Office Worker,trial_only,30,34113,406.0,Budget,1,0.2,Casual Dining,27.8,0.15,Shivajinagar
