restaurant_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),popularity_score,appeal_score
R30223,0,0,3.8,87,BTM,Quick Bites,Fast Food,250,Delivery,0.2611657518704771,0.5425456145791702
R30224,0,0,3.8,62,Koramangala 7th Block,"Bakery, Dessert Parlor",Desserts,150,Delivery,0.2602745921746596,0.5271722851983563
R30225,0,0,,0,BTM,Quick Bites,"Street Food, Beverages",150,Delivery,,0.3442019454913517
R30226,0,0,2.8,27,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",250,Delivery,0.1299947105359989,0.4045643487652151
R30227,0,0,3.5,17,Ejipura,Casual Dining,"North Indian, Chinese",800,Delivery,0.2199608273028332,0.4503631459202757
R30228,0,0,2.6,56,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Delivery,0.105222004170244,0.3742970206371121
R30229,0,0,3.4,6,BTM,Quick Bites,North Indian,400,Delivery,0.206665491230222,0.4159485663820789
R30230,0,0,3.3,7,BTM,Delivery,"Desserts, Bakery, Beverages",250,Delivery,0.193797911811603,0.4171436967220501
R30231,0,0,,0,BTM,Quick Bites,"Biryani, South Indian",350,Delivery,,0.3442019454913517
R30232,0,0,,0,Koramangala 1st Block,Quick Bites,South Indian,200,Delivery,,0.3442019454913517
R30233,0,0,3.4,8,Koramangala 8th Block,Quick Bites,"Biryani, Chinese, Fast Food",300,Delivery,0.2067367840058873,0.4239805121121103
R30234,0,0,3.3,6,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery,0.1937622654237703,0.4132168807583084
R30235,0,0,,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",200,Delivery,,0.3442019454913517
R30236,0,0,4.0,203,Koramangala 6th Block,"Food Court, Quick Bites","Bengali, Bihari",350,Delivery,0.2911071844719735,0.6159155997424497
R30237,0,0,3.7,48,BTM,"Takeaway, Delivery",Desserts,400,Delivery,0.2468723169385502,0.5039838220476214
R30238,0,0,,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200,Delivery,,0.3442019454913517
R30239,0,0,,0,BTM,Quick Bites,"Bengali, North Indian",200,Delivery,,0.3442019454913517
R30240,0,0,3.6,15,Koramangala 7th Block,Delivery,Street Food,300,Delivery,0.2327927603336195,0.452342768365914
R30241,0,0,3.4,6,BTM,Bakery,Bakery,500,Delivery,0.206665491230222,0.4159485663820789
R30242,0,0,2.7,53,Koramangala 4th Block,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,Delivery,0.1180182908131976,0.3873195667179943
R30243,0,0,,0,HSR,Quick Bites,"Rolls, Sandwich",300,Delivery,,0.3442019454913517
R30244,0,0,,0,Koramangala 4th Block,Bakery,Bakery,600,Delivery,,0.3442019454913517
R30245,0,0,3.5,12,Koramangala 2nd Block,Quick Bites,South Indian,200,Delivery,0.2197825953636697,0.4398643991030458
R30246,0,0,2.4,221,BTM,Quick Bites,North Indian,550,Delivery,0.0852972065497362,0.3313342304173006
R30247,0,0,,0,HSR,Quick Bites,"North Indian, Chinese",400,Delivery,,0.3442019454913517
R30248,0,0,3.1,7,BTM,Quick Bites,"South Indian, Chettinad, North Indian",300,Delivery,0.1679914601986998,0.4109025538732966
R30249,0,0,3.4,9,BTM,Sweet Shop,Mithai,300,Delivery,0.20677243039372,0.4272311349047755
R30250,0,0,3.5,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250,Delivery,0.2196400098123389,0.4274740964472727
R30251,0,0,3.3,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200,Delivery,0.1937266190359376,0.4085104166976046
R30252,0,0,3.3,6,BTM,Quick Bites,"North Indian, Chinese, Fast Food",450,Delivery,0.1937622654237703,0.4132168807583084
R30253,0,0,,0,Koramangala 4th Block,"Takeaway, Delivery","Italian, Healthy Food, Salad",500,Delivery,,0.3442019454913517
R30254,0,0,3.1,27,Koramangala,Delivery,Continental,400,Delivery,0.1687043879553538,0.4300533859458383
R30255,0,0,3.5,6,BTM,Quick Bites,Fast Food,400,Delivery,0.2195687170366735,0.4186802520058493
R30256,0,0,4.0,115,BTM,Casual Dining,"Continental, Steak, Fast Food",1000,Delivery,0.2879703023426959,0.586659419548762
R30257,0,0,3.5,42,BTM,Quick Bites,"North Indian, Chinese, Street Food, Biryani",400,Delivery,0.2208519869986507,0.4769705208270023
R30258,0,0,,0,BTM,Quick Bites,"North Indian, Chinese",300,Delivery,,0.3442019454913517
R30259,0,0,,0,Ejipura,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery,,0.3442019454913517
R30260,0,0,,0,BTM,Quick Bites,"Bihari, Chinese",300,Delivery,,0.3442019454913517
R30261,0,0,,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Paan",100,Delivery,,0.3442019454913517
R30262,0,0,,0,BTM,Casual Dining,"North Indian, South Indian, Chinese, Kerala",500,Delivery,,0.3442019454913517
R30263,0,0,3.7,29,HSR,Casual Dining,"North Indian, Hyderabadi, Continental",600,Delivery,0.2461950355697288,0.4838612801530101
R30264,0,0,3.6,54,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400,Delivery,0.2341829694590947,0.4965584324401436
R30265,0,0,3.6,39,BTM,Casual Dining,"Seafood, Mangalorean",600,Delivery,0.2336482736416043,0.4852287638200128
R30266,0,0,3.8,31,Koramangala 4th Block,Delivery,"South Indian, North Indian, Biryani",400,Delivery,0.2591695541518459,0.4957214600266633
R30267,0,0,3.4,7,Koramangala 6th Block,Delivery,"Kebab, Rolls",300,Delivery,0.2067011376180546,0.4202642681464267
R30268,0,0,3.3,4,Bannerghatta Road,Food Court,"Chinese, North Indian, Fast Food",400,Delivery,0.1936909726481049,0.4027184215425657
R30269,0,0,3.5,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300,Delivery,0.219746948975837,0.4372161986926566
R30270,0,0,3.7,126,Koramangala 6th Block,Delivery,"Chinese, Biryani, Pizza, Italian, North Indian",500,Delivery,0.2496527351895007,0.5430542985580944
R30271,0,0,3.8,14,Koramangala 6th Block,Quick Bites,"Chinese, Kerala, North Indian, South Indian",350,Delivery,0.25856356555869,0.4608731245198874
R30272,0,0,3.1,53,BTM,Casual Dining,"North Indian, Chinese, Kerala",600,Delivery,0.169631194039004,0.4355793460712729
R30273,0,0,3.8,65,Koramangala 6th Block,Quick Bites,Continental,550,Delivery,0.2603815313381576,0.5293215485831145
R30274,0,0,3.5,15,BTM,Quick Bites,"North Indian, Chinese",200,Delivery,0.2198895345271678,0.4466111065660384
R30275,0,0,3.6,61,BTM,Cafe,Cafe,500,Delivery,0.2344324941739237,0.5008385426881685
R30276,0,0,3.6,22,BTM,Cafe,"Cafe, Fast Food",500,Delivery,0.2330422850484484,0.4654903269525262
R30277,0,0,3.6,38,BTM,Quick Bites,"North Indian, Chinese, Fast Food",250,Delivery,0.2336126272537716,0.4843292022632965
R30278,0,0,3.4,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,Delivery,0.2066298448423892,0.4108363084424816
R30279,0,0,4.0,40,Koramangala 6th Block,Dessert Parlor,"Desserts, Fast Food",300,Delivery,0.2852968232552434,0.5283741687242377
R30280,0,0,3.6,30,Koramangala 1st Block,Quick Bites,"Italian, Pizza",350,Delivery,0.23332745615111,0.4761646745499635
R30281,0,0,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200,Delivery,0.1682409849135287,0.4227454154802302
R30282,0,0,3.6,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350,Delivery,0.232614528394456,0.438502450834431
R30283,0,0,3.3,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery,0.1937622654237703,0.4132168807583084
R30284,0,0,,0,Koramangala 7th Block,Delivery,Bakery,250,Delivery,,0.3442019454913517
R30285,0,0,3.3,4,Koramangala 7th Block,Quick Bites,"South Indian, Biryani",300,Delivery,0.1936909726481049,0.4027184215425657
R30286,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery",Biryani,500,Delivery,,0.3442019454913517
R30287,0,0,3.5,10,BTM,Quick Bites,North Indian,250,Delivery,0.2197113025880043,0.4343067245495546
R30288,0,0,3.8,43,BTM,Quick Bites,South Indian,200,Delivery,0.2595973108058382,0.5105232677757638
R30289,0,0,3.5,9,Koramangala 6th Block,Delivery,"Biryani, North Indian, Kebab",400,Delivery,0.2196756562001716,0.4310828116342918
R30290,0,0,3.8,35,BTM,"Takeaway, Delivery",Fast Food,200,Delivery,0.2593121397031767,0.5011935829099996
R30291,0,0,3.5,16,BTM,Quick Bites,North Indian,400,Delivery,0.2199251809150005,0.4485488092944057
R30292,0,0,,0,Koramangala 4th Block,"Takeaway, Delivery",Bakery,500,Delivery,,0.3442019454913517
R30293,0,0,3.3,4,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Chinese",400,Delivery,0.1936909726481049,0.4027184215425657
R30294,0,0,,0,Koramangala 6th Block,Delivery,North Indian,200,Delivery,,0.3442019454913517
R30295,0,0,3.6,12,Koramangala 4th Block,Quick Bites,"Continental, North Indian, South Indian",650,Delivery,0.2326858211701214,0.4447092754923745
R30296,0,0,3.6,34,BTM,Quick Bites,"Italian, Pizza",650,Delivery,0.2334700417024408,0.4804832244150587
R30297,0,0,2.9,12,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500,Delivery,0.1423632405249601,0.410795140767073
R30298,1,0,3.6,23,Ejipura,Casual Dining,"North Indian, Chinese, Continental",800,Delivery,0.2330779314362811,0.4670185299925515
R30299,0,0,3.6,11,Ejipura,Delivery,"Salad, Healthy Food, Fast Food",550,Delivery,0.2326501747822887,0.4417427418576865
R30300,0,0,4.0,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Delivery,0.2894674506316693,0.6029200847362371
R30301,0,0,3.7,13,Koramangala 4th Block,Dessert Parlor,Desserts,400,Delivery,0.2456246933644057,0.4525952663123623
R30302,0,0,3.3,8,Ejipura,Quick Bites,Biryani,100,Delivery,0.1938335581994357,0.420486927776948
R30303,0,0,,0,Ejipura,Quick Bites,"Fast Food, Chinese",150,Delivery,,0.3442019454913517
R30304,0,0,3.6,21,Ejipura,Quick Bites,South Indian,200,Delivery,0.2330066386606157,0.4638914827913987
R30305,0,0,3.4,6,BTM,Quick Bites,Kerala,300,Delivery,0.206665491230222,0.4159485663820789
R30306,0,0,3.1,6,Koramangala 1st Block,Delivery,"North Indian, Kashmiri",400,Delivery,0.1679558138108671,0.4077535095107673
R30307,0,0,3.4,5,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",250,Delivery,0.2066298448423892,0.4108363084424816
R30308,0,0,,0,Koramangala 7th Block,"Bakery, Dessert Parlor","Bakery, Desserts",350,Delivery,,0.3442019454913517
R30309,0,0,,0,Ejipura,Quick Bites,"Biryani, Chinese",300,Delivery,,0.3442019454913517
R30310,0,0,,0,Koramangala 3rd Block,Bakery,"Bakery, Desserts",200,Delivery,,0.3442019454913517
R30311,0,0,,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,,0.3442019454913517
R30312,0,0,,0,Ejipura,Quick Bites,Fast Food,150,Delivery,,0.3442019454913517
R30313,0,0,,0,Koramangala 4th Block,Delivery,Beverages,150,Delivery,,0.3442019454913517
R30314,0,0,,0,BTM,Quick Bites,"Kerala, South Indian",400,Delivery,,0.3442019454913517
R30315,0,0,,0,Koramangala 4th Block,Delivery,"Chinese, Tibetan",300,Delivery,,0.3442019454913517
R30316,0,0,,0,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,,0.3442019454913517
R30317,0,0,,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400,Delivery,,0.3442019454913517
R30318,0,0,,0,BTM,Quick Bites,South Indian,120,Delivery,,0.3442019454913517
R30319,0,0,,0,Koramangala 1st Block,Quick Bites,South Indian,400,Delivery,,0.3442019454913517
R30320,0,0,,0,BTM,Quick Bites,South Indian,150,Delivery,,0.3442019454913517
R30321,0,0,3.5,21,BTM,Quick Bites,Biryani,200,Delivery,0.220103412854164,0.456643703999298
R30322,0,0,3.8,67,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,0.2604528241138231,0.5306993768782096
R30323,0,0,3.4,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Delivery,0.2067011376180546,0.4202642681464267
R30324,0,0,,0,BTM,Quick Bites,South Indian,200,Delivery,,0.3442019454913517
R30325,0,0,,0,HSR,Delivery,"North Indian, Biryani",500,Delivery,,0.3442019454913517
R30326,0,0,3.2,4,Koramangala 8th Block,Delivery,"North Indian, Chinese, South Indian, Fast Food",500,Delivery,0.1807877468416533,0.4008163589600885
R30327,0,0,3.4,10,BTM,"Takeaway, Delivery","Bengali, North Indian",300,Delivery,0.2068080767815527,0.4301109982646784
R30328,0,0,,0,BTM,Delivery,"North Indian, South Indian",300,Delivery,,0.3442019454913517
R30329,0,0,3.7,27,BTM,Quick Bites,South Indian,250,Delivery,0.2461237427940635,0.4810314603070846
R30330,0,0,3.1,6,BTM,Quick Bites,"North Indian, Fast Food, Biryani",250,Delivery,0.1679558138108671,0.4077535095107673
R30331,0,0,3.6,26,BTM,Quick Bites,Biryani,150,Delivery,0.2331848705997792,0.4712359908611263
R30332,0,0,3.2,13,Wilson Garden,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,0.1811085643321477,0.4268381688413165
R30333,0,0,3.1,6,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,0.1679558138108671,0.4077535095107673
R30334,0,0,3.6,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,Delivery,0.2329353458849503,0.4604532828225583
R30335,0,0,3.6,20,Koramangala 3rd Block,Delivery,"North Indian, Chinese",200,Delivery,0.232970992272783,0.4622151096213491
R30336,0,0,3.6,54,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery,0.2341829694590947,0.4965584324401436
R30337,0,0,3.3,5,Koramangala 3rd Block,Delivery,"Continental, Asian, North Indian",500,Delivery,0.1937266190359376,0.4085104166976046
R30338,0,0,3.5,10,BTM,Quick Bites,Arabian,300,Delivery,0.2197113025880043,0.4343067245495546
R30339,0,0,,0,BTM,Casual Dining,North Indian,1500,Delivery,,0.3442019454913517
R30340,0,0,,0,BTM,Quick Bites,"South Indian, Chinese",350,Delivery,,0.3442019454913517
R30341,0,0,,0,BTM,Delivery,Desserts,200,Delivery,,0.3442019454913517
R30342,0,0,3.4,7,HSR,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,0.2067011376180546,0.4202642681464267
R30343,0,0,,0,Koramangala 1st Block,Delivery,"North Indian, South Indian, Mexican",300,Delivery,,0.3442019454913517
R30344,0,0,,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250,Delivery,,0.3442019454913517
R30345,0,0,3.2,7,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200,Delivery,0.1808946860051515,0.4140231252976734
R30346,0,0,,0,Koramangala 4th Block,Delivery,North Indian,300,Delivery,,0.3442019454913517
R30347,0,0,3.2,4,BTM,Quick Bites,Fast Food,300,Delivery,0.1807877468416533,0.4008163589600885
R30348,0,0,,0,Koramangala 4th Block,"Dessert Parlor, Beverage Shop","Desserts, Ice Cream, Beverages",300,Delivery,,0.3442019454913517
R30349,0,0,,0,Koramangala 7th Block,Delivery,"North Indian, Chinese",500,Delivery,,0.3442019454913517
R30350,0,0,,0,Koramangala 2nd Block,Quick Bites,North Indian,150,Delivery,,0.3442019454913517
R30351,0,0,,0,BTM,"Takeaway, Delivery",Beverages,100,Delivery,,0.3442019454913517
R30352,0,0,,0,BTM,Quick Bites,"South Indian, Andhra, Chinese",300,Delivery,,0.3442019454913517
R30353,0,0,,0,Koramangala 1st Block,Quick Bites,North Indian,300,Delivery,,0.3442019454913517
R30354,0,0,,0,BTM,Quick Bites,"Biryani, North Indian, Kebab, Chinese",300,Delivery,,0.3442019454913517
R30355,0,0,,0,Koramangala 3rd Block,Delivery,"South Indian, Rajasthani",300,Delivery,,0.3442019454913517
R30356,0,0,,0,BTM,Quick Bites,Beverages,200,Delivery,,0.3442019454913517
R30357,0,0,,0,Koramangala 8th Block,Delivery,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300,Delivery,,0.3442019454913517
R30358,0,0,,0,BTM,Quick Bites,North Indian,200,Delivery,,0.3442019454913517
R30359,0,0,,0,BTM,"Beverage Shop, Quick Bites","Beverages, Sandwich, Chinese",300,Delivery,,0.3442019454913517
R30360,0,0,,0,Koramangala 7th Block,Quick Bites,"North Indian, Chinese",300,Delivery,,0.3442019454913517
R30361,0,0,,0,BTM,"Takeaway, Delivery",Hyderabadi,400,Delivery,,0.3442019454913517
R30362,0,0,3.4,9,Koramangala 8th Block,"Takeaway, Delivery","Seafood, North Indian, Chinese",800,Delivery,0.20677243039372,0.4272311349047755
R30363,0,0,,0,HSR,"Takeaway, Delivery",Pizza,500,Delivery,,0.3442019454913517
R30364,0,0,,0,Koramangala 1st Block,Quick Bites,North Indian,600,Delivery,,0.3442019454913517
R30365,0,0,,0,Koramangala,Delivery,"Healthy Food, Salad",500,Delivery,,0.3442019454913517
R30366,0,0,,0,Koramangala,Delivery,"Mexican, Italian",600,Delivery,,0.3442019454913517
R30367,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery","Fast Food, Rolls",450,Delivery,,0.3442019454913517
R30368,0,0,,0,Koramangala 1st Block,Quick Bites,Bengali,600,Delivery,,0.3442019454913517
R30369,0,0,3.3,4,Koramangala 8th Block,Quick Bites,"Andhra, Chinese",350,Delivery,0.1936909726481049,0.4027184215425657
R30370,0,0,3.2,5,Koramangala 6th Block,Delivery,"North Indian, Mughlai",400,Delivery,0.1808233932294861,0.4061845249527276
R30371,0,0,3.5,8,BTM,Casual Dining,"North Indian, Arabian, Chinese",700,Delivery,0.2196400098123389,0.4274740964472727
R30372,0,0,3.3,8,BTM,Quick Bites,Arabian,300,Delivery,0.1938335581994357,0.420486927776948
R30373,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery","Healthy Food, North Indian, Chinese",400,Delivery,,0.3442019454913517
R30374,0,0,,0,Koramangala 1st Block,Delivery,"Arabian, BBQ, Biryani, Chinese, Continental, Ice Cream, North Indian, South Indian",200,Delivery,,0.3442019454913517
R30375,0,0,,0,Koramangala 1st Block,Quick Bites,"North Indian, Italian, South Indian",400,Delivery,,0.3442019454913517
R30376,0,0,,0,BTM,Quick Bites,"Biryani, South Indian",300,Delivery,,0.3442019454913517
R30377,0,0,,0,BTM,Quick Bites,Biryani,300,Delivery,,0.3442019454913517
R30378,0,0,,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,,0.3442019454913517
R30379,0,0,,0,BTM,Quick Bites,"Arabian, South Indian",400,Delivery,,0.3442019454913517
R30380,0,0,,0,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,Delivery,,0.3442019454913517
R30381,0,0,,0,BTM,"Takeaway, Delivery","Chinese, North Indian",250,Delivery,,0.3442019454913517
R30382,0,0,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,Delivery,0.2587061511100207,0.4716533566328854
R30383,0,0,,0,BTM,Bakery,Bakery,300,Delivery,,0.3442019454913517
R30384,0,0,3.5,7,Koramangala 6th Block,"Food Court, Quick Bites",Fast Food,300,Delivery,0.2196043634245062,0.4233848395708035
R30385,0,0,3.4,9,Koramangala 1st Block,Delivery,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",400,Delivery,0.20677243039372,0.4272311349047755
R30386,0,0,,0,BTM,Quick Bites,"North Indian, Fast Food",400,Delivery,,0.3442019454913517
R30387,0,0,3.3,7,Ejipura,Quick Bites,"Chinese, North Indian, Andhra, Seafood",250,Delivery,0.193797911811603,0.4171436967220501
R30388,0,0,3.4,6,Ejipura,Quick Bites,"Fast Food, Maharashtrian, Rolls",250,Delivery,0.206665491230222,0.4159485663820789
R30389,0,0,,0,Ejipura,Quick Bites,"North Indian, Chinese",300,Delivery,,0.3442019454913517
R30390,0,0,,0,Ejipura,"Takeaway, Delivery","Bengali, North Indian",400,Delivery,,0.3442019454913517
R30391,0,0,,0,BTM,Quick Bites,"North Indian, South Indian, Chinese",250,Delivery,,0.3442019454913517
R30392,1,0,,0,BTM,Quick Bites,"Andhra, Biryani",350,Delivery,,0.3442019454913517
R30393,0,0,2.7,61,Koramangala 6th Block,Quick Bites,"Arabian, Biryani, North Indian, Chinese, Fast Food",500,Delivery,0.1183034619158592,0.3856658561683158
R30394,0,0,,0,BTM,Quick Bites,"South Indian, Chinese",150,Delivery,,0.3442019454913517
R30395,0,0,3.4,21,Ejipura,Quick Bites,"Kerala, South Indian, Chinese",350,Delivery,0.2072001870477124,0.4493959252071972
R30396,0,0,,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Kerala",400,Delivery,,0.3442019454913517
R30397,0,0,,0,BTM,Quick Bites,"Ice Cream, Beverages, Fast Food",300,Delivery,,0.3442019454913517
R30398,0,0,3.3,6,BTM,"Quick Bites, Sweet Shop","Street Food, Mithai",200,Delivery,0.1937622654237703,0.4132168807583084
R30399,0,0,,0,Ejipura,Quick Bites,"North Indian, Chinese",200,Delivery,,0.3442019454913517
R30400,0,0,3.3,4,Bannerghatta Road,Food Court,Street Food,200,Delivery,0.1936909726481049,0.4027184215425657
R30401,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery",North Indian,450,Delivery,,0.3442019454913517
R30402,0,0,,0,Ejipura,Beverage Shop,"Beverages, Desserts",150,Delivery,,0.3442019454913517
R30403,0,0,3.4,12,BTM,"Takeaway, Delivery","Asian, Chinese",500,Delivery,0.2068793695572181,0.4350195227137169
R30404,1,0,,0,Koramangala 6th Block,Quick Bites,Pizza,500,Delivery,,0.3442019454913517
R30405,0,0,,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,,0.3442019454913517
R30406,0,0,,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,,0.3442019454913517
R30407,0,0,,0,Ejipura,Quick Bites,North Indian,200,Delivery,,0.3442019454913517
R30408,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Rajasthani",500,Delivery,,0.3442019454913517
R30409,0,0,,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,Delivery,,0.3442019454913517
R30410,0,0,,0,Ejipura,Quick Bites,"South Indian, Kerala",400,Delivery,,0.3442019454913517
R30411,0,0,,0,BTM,Casual Dining,"North Indian, Kerala",500,Delivery,,0.3442019454913517
R30412,0,0,,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600,Delivery,,0.3442019454913517
R30413,0,0,,0,Koramangala 7th Block,Delivery,"Chinese, Bakery",400,Delivery,,0.3442019454913517
R30414,0,0,,0,BTM,Delivery,Bakery,200,Delivery,,0.3442019454913517
R30415,0,0,,0,BTM,"Takeaway, Delivery","Sandwich, Juices, Burger",150,Delivery,,0.3442019454913517
R30416,0,0,,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600,Delivery,,0.3442019454913517
R30417,0,0,,0,Koramangala 8th Block,"Takeaway, Delivery","North Indian, South Indian",300,Delivery,,0.3442019454913517
R30418,0,0,,0,Koramangala,Delivery,"Fast Food, Burger",450,Delivery,,0.3442019454913517
R30419,0,0,,0,Koramangala 8th Block,"Takeaway, Delivery",North Eastern,450,Delivery,,0.3442019454913517
R30420,0,0,,0,BTM,Quick Bites,"South Indian, Chinese",300,Delivery,,0.3442019454913517
R30421,0,0,,0,BTM,Quick Bites,"Beverages, Desserts",200,Delivery,,0.3442019454913517
R30422,0,0,,0,BTM,Quick Bites,"North Indian, Biryani",150,Delivery,,0.3442019454913517
R30423,0,0,,0,BTM,Delivery,"Asian, Continental, Healthy Food",400,Delivery,,0.3442019454913517
R30424,0,0,,0,HSR,Delivery,North Indian,450,Delivery,,0.3442019454913517
R30425,0,0,,0,Koramangala 8th Block,Quick Bites,"Chinese, North Indian, South Indian, Hyderabadi",250,Delivery,,0.3442019454913517
R30426,0,0,,0,Ejipura,Beverage Shop,"Beverages, Ice Cream",100,Delivery,,0.3442019454913517
R30427,0,0,,0,Marathahalli,Quick Bites,Fast Food,200,Delivery,,0.3442019454913517
R30428,0,0,,0,Koramangala 3rd Block,Quick Bites,"Continental, Chinese, North Indian",400,Delivery,,0.3442019454913517
R30429,0,0,,0,Koramangala 1st Block,Quick Bites,Fast Food,200,Delivery,,0.3442019454913517
R30430,0,0,,0,BTM,Quick Bites,"South Indian, Fast Food, Chinese",300,Delivery,,0.3442019454913517
R30431,0,0,,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Chinese",200,Delivery,,0.3442019454913517
R30432,0,0,,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",300,Delivery,,0.3442019454913517
R30433,0,0,,0,Hosur Road,Casual Dining,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400,Delivery,,0.3442019454913517
R30434,0,0,,0,BTM,Quick Bites,"Kerala, South Indian, Desserts",350,Delivery,,0.3442019454913517
R30435,0,0,,0,BTM,Quick Bites,"Biryani, Kebab",300,Delivery,,0.3442019454913517
R30436,0,0,,0,Koramangala 8th Block,"Takeaway, Delivery",South Indian,250,Delivery,,0.3442019454913517
R30437,0,0,,0,Koramangala 1st Block,Cafe,Cafe,400,Delivery,,0.3442019454913517
R30438,0,0,,0,Bommanahalli,Beverage Shop,Beverages,200,Delivery,,0.3442019454913517
R30439,0,1,,0,BTM,Casual Dining,"Continental, Italian, Beverages",1000,Delivery,,0.3442019454913517
R30440,0,0,,0,BTM,Quick Bites,"Fast Food, Sandwich, Beverages",200,Delivery,,0.3442019454913517
R30441,0,0,,0,BTM,Quick Bites,"Fast Food, Rolls, Juices",300,Delivery,,0.3442019454913517
R30442,0,0,3.8,30,BTM,Quick Bites,"Chinese, Mongolian",300,Delivery,0.2591339077640132,0.4942476638904159
R30443,0,0,3.1,17,BTM,Quick Bites,"North Indian, Chinese",400,Delivery,0.1683479240770268,0.4252755963410502
R30444,0,0,,0,BTM,"Takeaway, Delivery","North Indian, Chinese",300,Delivery,,0.3442019454913517
R30445,0,0,2.8,26,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery,0.1299590641481663,0.404805745443265
R30446,0,0,3.8,63,BTM,Cafe,Cafe,500,Delivery,0.2603102385624922,0.5279001603766664
R30447,0,0,3.3,6,BTM,Quick Bites,"Kerala, Tea",250,Delivery,0.1937622654237703,0.4132168807583084
R30448,0,0,,0,Koramangala 3rd Block,Quick Bites,"North Indian, Chinese",500,Delivery,,0.3442019454913517
R30449,1,0,,0,Koramangala 2nd Block,Delivery,"Biryani, North Indian",500,Delivery,,0.3442019454913517
R30450,0,0,,0,BTM,Cafe,"Cafe, Fast Food",200,Delivery,,0.3442019454913517
R30451,0,0,,0,Koramangala 1st Block,Quick Bites,Biryani,200,Delivery,,0.3442019454913517
R30452,1,0,,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300,Delivery,,0.3442019454913517
R30453,1,0,,0,Wilson Garden,Quick Bites,North Indian,400,Delivery,,0.3442019454913517
R30454,1,0,3.4,19,Koramangala 1st Block,Quick Bites,Kerala,200,Delivery,0.207128894272047,0.4469010869224081
R30455,1,0,3.2,9,Jayanagar,Quick Bites,"North Indian, Chinese",400,Delivery,0.1809659787808168,0.4195277814457427
R30456,1,0,4.0,87,BTM,Beverage Shop,Beverages,200,Delivery,0.2869722034833804,0.5716337982135389
R30457,1,0,3.4,25,Koramangala 1st Block,Quick Bites,North Indian,200,Delivery,0.2073427725990432,0.4536756146092534
