address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),listed_in(city),popularity_score,appeal_score
"38, Sandeep Building, Mathikere Main Road, New BEL Road, Bangalore",Mojo Pizza - 2X Toppings,1,0,4.2,50,New BEL Road,"Takeaway, Delivery",Pizza,600,Delivery,New BEL Road,0.3114597387464737,0.5644109119928664
"84, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Truffles,0,0,4.7,3912,New BEL Road,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900,Desserts,New BEL Road,0.5136422175886177,0.8956367830738377
"199, KGE Layout, Mathikere, New BEL Road, Bangalore",Grubbery,1,0,4.1,638,New BEL Road,Cafe,"Cafe, American, Asian, European, Steak, Salad, Desserts",700,Desserts,New BEL Road,0.3195165889856494,0.6898272297598395
"66, Siddhartha Plaza, Rajmahal Vilas, 2nd Stage, New BEL Road, Bangalore",Corner House Ice Cream,0,0,4.5,703,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,New BEL Road,0.3734465074205814,0.7751349223667052
"79, Ground Floor, Bhagyasri Complex, 80 Feet Road, New BEL Rd, RMV 2nd Stage, Ashwath Nagar, Devasandra Layout, NEw BEL Road, Bengaluru",Cream Stone,1,0,4.1,250,New BEL Road,Dessert Parlor,"Desserts, Ice Cream, Beverages",500,Desserts,New BEL Road,0.3056857905065619,0.6445539277726292
"83, 80 Feet Road, 2nd Stage, RMV, New BEL Road, Bangalore",Polar Bear,1,0,4.1,322,New BEL Road,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Desserts,New BEL Road,0.3082523304305163,0.657302643807284
"80 Feet Road, RMV Extension, Ashwathnagar, New BEL Road, Bangalore",The Waffle Yard,0,0,4.2,149,New BEL Road,"Dessert Parlor, Quick Bites","Desserts, Fast Food",300,Desserts,New BEL Road,0.31498873114191095,0.6337890733705474
"AEGS Layout, New BEL Road, Bangalore",Frozen Bottle,1,0,3.8,56,New BEL Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Desserts,New BEL Road,0.2600607138476634,0.5225402487147188
"64, Opposite HDFC Bank, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Natural Ice Cream,0,0,4.3,273,New BEL Road,Dessert Parlor,"Ice Cream, Beverages",200,Desserts,New BEL Road,0.3323121090396173,0.686245836489789
"4/3, Sree Complex, 12th Main, MSRE College Road, Mathikere, New BEL Road, Bangalore",7th Heaven,0,0,3.6,17,New BEL Road,Bakery,"Bakery, Desserts",300,Desserts,New BEL Road,0.2328640531092849,0.456635033315082
"2nd Block, RMV 2nd Stage, New BEL Road, Bangalore",Prateeksha Natural Ice Cream,1,0,3.2,70,New BEL Road,Dessert Parlor,Ice Cream,250,Desserts,New BEL Road,0.18314040843861157,0.45172369107519117
"10/30/1, 1st Main Road, Gokul 1st Stage, 2nd Phase, Mathikere, Near New BEL Road",Amma's Pastries,0,0,3.9,54,New BEL Road,Dessert Parlor,"Bakery, Desserts",400,Desserts,New BEL Road,0.27289264687844955,0.5330480014566148
"193, Next to Gowri Apartment, RMV 2nd Stage, New BEL Road, Bangalore",Kanti Sweets,1,0,4.0,132,New BEL Road,Quick Bites,"Mithai, Street Food",400,Desserts,New BEL Road,0.28857629093585185,0.5939296225501354
"107, AG's Layout, Bangalore RMV Extension, New BEL Road, Bangalore",Messy Eats,0,0,3.9,133,New BEL Road,"Bakery, Dessert Parlor","Bakery, Desserts",500,Desserts,New BEL Road,0.27570871151723286,0.5779683793190279
"146, 2nd Cross Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",Churn,1,0,4.2,58,New BEL Road,Quick Bites,"Desserts, Ice Cream",250,Desserts,New BEL Road,0.3117449098491353,0.5742827690030826
"219, Vedika Mansion, MGS Layout, Opp MSR Advance Study College, New BEL Road, Bangalore",Just Bake,1,0,2.6,84,New BEL Road,"Bakery, Quick Bites",Bakery,400,Desserts,New BEL Road,0.10622010302955967,0.3684029836953745
"Nishika Arcade, Nanjappa Main Road, Next to Jodidhars Club, Vidyaranyapura, Bengalore",1 Fahreheit,0,0,,0,New BEL Road,Dessert Parlor,"Desserts, Ice Cream",200,Desserts,New BEL Road,,0.34420194549135175
"214, Ganesh Nilaya, MGEHBS Layout, Devasandra, MSR NAGAR, New BEL Road, Bangalore",The Belgian Waffle Co.,1,0,3.7,31,New BEL Road,Dessert Parlor,"Desserts, Beverages",350,Desserts,New BEL Road,0.2462663283453943,0.48650834439278934
2/14 80 feet Road RMV 2nd stage New BEL Road,KC Das - Sweet House,0,0,3.0,32,New BEL Road,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts,New BEL Road,0.15597939408806571,0.42211019396251037
"534, Dollars Colony, Next to Bank of Travancore, New BEL Road, Bangalore",Ibaco,1,0,3.9,81,New BEL Road,Dessert Parlor,Desserts,300,Desserts,New BEL Road,0.27385509934993246,0.553518401299054
"83, 80 Feet Road, Jaladarsini Layout, New BEL Road, Bangalore",Keventers,1,0,3.9,130,New BEL Road,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts,New BEL Road,0.27560177235373473,0.5768622137929837
"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL Circle), New BEL Road, Bangalore",Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,0,0,3.3,6,New BEL Road,"Cafe, Bakery","Cafe, Bakery",400,Desserts,New BEL Road,0.19376226542377034,0.4132168807583084
"22, New BEL Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",Patville,0,0,3.1,9,New BEL Road,Dessert Parlor,Desserts,300,Desserts,New BEL Road,0.16806275297436524,0.41567610471622624
"703,3rd Block,Bel Layout,Viyaranayapura Main Road, New BEL Road, Bangalore",Sweet Chariot,0,0,2.7,19,New BEL Road,Bakery,"Bakery, Fast Food",500,Desserts,New BEL Road,0.11680631362688583,0.3994684012718822
"191, RMV 2nd Stage, New BEL Road, Bangalore",Lassi Shop,0,0,3.6,16,New BEL Road,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",200,Desserts,New BEL Road,0.23282840672145222,0.45455532271275495
"39, 4th cross, 1st Block, RMV 2nd Stage, New BEL Road, Bangalore",Bake-A-Luru,0,0,,0,New BEL Road,Bakery,"Bakery, Desserts",500,Desserts,New BEL Road,,0.34420194549135175
"23, KGE Layout, Mathikere, New BEL Road, Bangalore",Nandhana Mithai,0,0,,0,New BEL Road,Sweet Shop,"Mithai, Desserts",500,Desserts,New BEL Road,,0.34420194549135175
"7, Inside MSR Campus, New BEL Road, Bangalore",Absolute Waffles,1,0,3.9,49,New BEL Road,Dessert Parlor,"Desserts, Fast Food",200,Desserts,New BEL Road,0.27271441493928605,0.5281126988341296
"S.M. Plaza, 218, MGE Layout, Adjacent New BEL Road, New BEL Road, Bangalore",Baskin Robbins,1,0,3.6,34,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,New BEL Road,0.2334700417024408,0.48048322441505875
"3, Ground Floor, YMS Complex, HMT Main Road, Mathikere, MSR Nagar, New BEL Road, Bangalore",Hangyo,0,0,,0,New BEL Road,Dessert Parlor,Ice Cream,200,Desserts,New BEL Road,,0.34420194549135175
"2, Thindlu Village, Bullet Krishnappa Layout, Kodigehalli Main Road, Vidyaranyapura Post, New BEL Road, Bangalore",Sunmart Ice Cream Parlour,0,0,,0,New BEL Road,Dessert Parlor,Ice Cream,100,Desserts,New BEL Road,,0.34420194549135175
"Sennappa Layout, Bangalore",Crispy Clouds,0,0,,0,New BEL Road,Delivery,"Bakery, Desserts",300,Desserts,New BEL Road,,0.34420194549135175
"1-A, Sri Rathna Complex, BEL Layout, 2nd Stage Cross Balaji Layout, New BEL Road, Bangalore",Chef Baker's,1,0,,0,New BEL Road,Bakery,Bakery,450,Desserts,New BEL Road,,0.34420194549135175
"71, KGEHB Layout, Aramane Nagar, Devasandra, New BEL Road, Bangalore",Stoned Monkey,1,0,4.0,255,New BEL Road,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,New BEL Road,0.2929607966392739,0.6271333034401585
"Skyline Beverly Park, Amruthahalli Main Road Bangalore",Frosted Memories,0,0,4.0,34,Hebbal,Bakery,Bakery,200,Desserts,New BEL Road,0.28508294492824726,0.5192853010975944
"270, Bhupasandra Main Road, Sanjay Nagar, Bangalore",Sri Krishna Bhavan Sweets,0,0,3.9,56,Sanjay Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",350,Desserts,New BEL Road,0.272963939654115,0.5348938510545193
"10, Near St Claret College, MES Ring Road, Jalahalli, Bangalor",Kuttanadu Family Restaurant,1,0,3.6,17,Jalahalli,Casual Dining,"Seafood, South Indian",600,Desserts,New BEL Road,0.2328640531092849,0.456635033315082
"Opposite to Prestige Wellington Park, Gangamma Circle, Jalahalli, Bangalore",Bengal Sweets,0,0,3.9,40,Jalahalli,"Sweet Shop, Quick Bites","Mithai, Street Food",300,Desserts,New BEL Road,0.27239359744879177,0.5178071543771421
"Ashoka Complex, 102, Gangamma Circle, Jalahalli, Bangalore",Amrita Nadia Sweets,1,0,3.2,4,Jalahalli,Sweet Shop,Mithai,400,Desserts,New BEL Road,0.18078774684165339,0.4008163589600885
"Pipleline Road, Yeshwantpur, Bangalore",Royal Beans,0,0,3.8,16,Yeshwantpur,Delivery,Desserts,400,Desserts,New BEL Road,0.2586348583343554,0.4665683495494532
"Bhoopsandra Main Road, Sanjay Nagar, Bangalore",Sherin Ice Palace,0,0,,0,Sanjay Nagar,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,New BEL Road,,0.34420194549135175
"2/32, 2nd E Main, Bhoopasandra New Extension, RMV Stage 2, Sanjay Nagar, Bangalore",Bangalore Blooms,0,0,,0,Sanjay Nagar,Bakery,Bakery,300,Desserts,New BEL Road,,0.34420194549135175
"Shop 02, Gangamma Circle, Kalathur Layout, Jalahalli, Bangalore",L J Iyengar Bakery,0,0,,0,Jalahalli,Bakery,"Bakery, Desserts",500,Desserts,New BEL Road,,0.34420194549135175
"HMT Main Road, Jalahalli, Bangalore",Bonbonbite,0,0,3.5,10,Jalahalli,Bakery,"Bakery, Desserts",450,Desserts,New BEL Road,0.21971130258800436,0.43430672454955466
"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore",1522 - The Pub,0,0,4.3,969,New BEL Road,Pub,"Chinese, Continental, North Indian",1400,Dine-out,New BEL Road,0.3571219949711762,0.7497300941051073
"84, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Truffles,0,0,4.7,3916,New BEL Road,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900,Dine-out,New BEL Road,0.5137848031399486,0.8956810206325949
"4th & 5th Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Gilly's Restobar,0,1,4.5,2732,New BEL Road,"Pub, Casual Dining","Continental, Finger Food, North Indian, Chinese",1200,Dine-out,New BEL Road,0.44577302833312893,0.8377774047024089
"27, Third Floor, Aljosan, New BEL Road, Bangalore",Chapter One Bar | Maiin,0,1,4.2,997,New BEL Road,"Bar, Casual Dining","Continental, Italian, North Indian",1400,Dine-out,New BEL Road,0.3452168680240402,0.7304870393484146
"3, 80 Feet Road, Opposite MK Tower, RMV 2nd Stage, New BEL Road, Bangalore",Hammered,1,1,4.5,2935,New BEL Road,"Pub, Cafe","North Indian, Continental, Cafe",1200,Dine-out,New BEL Road,0.4530092450631669,0.8408948170200361
"Ground Floor, 78/ A, Devasandara, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Auntie Fung's,1,0,4.2,578,New BEL Road,Casual Dining,"Asian, Chinese",600,Dine-out,New BEL Road,0.3302810315221391,0.7052561588124868
"62, 80 Feet Road, Near MS Ramaiah Hospital, Opposite To Apple Store, Devasandra Village, RMV 2nd Stage, New BEL Road, Bangalore",The Light House Restaurant,1,0,4.2,53,New BEL Road,Casual Dining,"North Indian, Chinese, Seafood",500,Dine-out,New BEL Road,0.3115666779099718,0.5682937392927893
"206, Above Reebok Showroom, KGE Layout, Devasandra Layout, New BEL Road, Bangalore",Chin Lung Resto-Bar,0,0,4.0,307,New BEL Road,"Casual Dining, Bar","North Indian, Chinese, Fast Food",1000,Dine-out,New BEL Road,0.2948144088065743,0.6360558659594077
"21, ITI Layout, Next to Titan Show Room, New BEL Road, Bangalore",Nandhana Palace,0,0,4.2,1282,New BEL Road,Casual Dining,"Andhra, Biryani, North Indian, Chinese",800,Dine-out,New BEL Road,0.35537608855635966,0.7417201584868958
"1, Sree Premprasad Complex, Opposite Ramaiah Hospital Gate, New BEL Road, Bangalore",Kaifu,1,0,4.2,420,New BEL Road,Casual Dining,"Chinese, Asian",700,Dine-out,New BEL Road,0.32464890224457255,0.6897364195440435
"Vacuum House 1, Chikkamaranahalli, New BEL Road, Bangalore",Paradise,1,0,4.0,1586,New BEL Road,Casual Dining,"Biryani, North Indian, Kebab",800,Dine-out,New BEL Road,0.3404061388445971,0.7093604811362009
"201, Above Sony Centre, New BEL Road, Bangalore",Sangria Wine Lounge,0,0,4.0,421,New BEL Road,Casual Dining,"Continental, Chinese",1000,Dine-out,New BEL Road,0.298878097019502,0.6508560101513745
"199, KGE Layout, Mathikere, New BEL Road, Bangalore",Grubbery,1,0,4.1,638,New BEL Road,Cafe,"Cafe, American, Asian, European, Steak, Salad, Desserts",700,Dine-out,New BEL Road,0.3195165889856494,0.6898272297598395
"1, Prem Prasad Complex, 3rd Floor, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Have More,0,1,3.9,510,New BEL Road,Casual Dining,North Indian,700,Dine-out,New BEL Road,0.28914739973016057,0.6398312139980484
"1st Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Smally's Resto Cafe,1,0,4.2,1443,New BEL Road,Cafe,"Cafe, Italian, Burger, American, Steak",650,Dine-out,New BEL Road,0.36111515699742425,0.7469379827412432
"10, 1st Floor, New BEL Road, Bangalore",Hunan,0,1,4.0,820,New BEL Road,Casual Dining,"Chinese, Thai, Momos",1100,Dine-out,New BEL Road,0.3131010057647492,0.6808376867912461
"185, Near Ramaiah Hospital, Devansandra, New BEL Road, Bangalore",Casino Hotel,1,0,3.9,345,New BEL Road,Casual Dining,"North Indian, Chinese",500,Dine-out,New BEL Road,0.28326574573776514,0.6224530969470125
"21, BEL Road, Indian Bank, Chickkamaranahalli, New BEL Road, Bangalore",Akshaya Deluxe,1,0,4.0,337,New BEL Road,Casual Dining,"North Indian, Chinese, Seafood, Biryani",500,Dine-out,New BEL Road,0.29588380044155527,0.6404733568398248
"50/1, Venkateshwara Layout, Opp. Gate No.7, Ramaiah Hospital, Chikkamaranahalli Bangalore., New BEL Road, Bangalore",Snow Lion Tibet Kitchen,0,0,3.9,263,New BEL Road,Quick Bites,"Tibetan, Asian, Thai, Chinese, Momos",400,Dine-out,New BEL Road,0.2803427419354838,0.610118613636375
"4th Floor, Above Purvika Mobile, Beside BATA Showroom, New BEL Road, Bangalore",Burp,1,1,4.0,608,New BEL Road,Cafe,"Cafe, Mexican, Italian, Pizza",800,Dine-out,New BEL Road,0.30554397154421686,0.6675663302250887
"20, First Floor, Annapurna Complex, Next to Hotel Nandini Palace, ITI Colony, New BEL Road, Bangalore",Cafe Mandala,1,0,3.9,48,New BEL Road,Cafe,"Cafe, North Indian, Chinese, Fast Food",600,Dine-out,New BEL Road,0.27267876855145334,0.5270650309136371
"25/1, Fourth Floor, 2nd Main Road, Prestige Stay Inn, Sanjeeappa Colony, Poornapura, New BEL Road, Bangalore",Tawa Tandoor,1,1,3.9,117,New BEL Road,Casual Dining,"North Indian, Chinese",700,Dine-out,New BEL Road,0.27513836931190966,0.5717289630639815
"186, Opposite Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Sagar Samrat,1,0,3.7,120,New BEL Road,Casual Dining,"North Indian, Chinese, South Indian",400,Dine-out,New BEL Road,0.24943885686250455,0.5410682116368348
"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",Onesta,1,1,4.4,4897,New BEL Road,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out,New BEL Road,0.510044232184472,0.8416462246537999
"38, Near Devasandra Bus Stand, New BEL Road, Bangalore",Prashant Naati Corner,0,0,4.0,95,New BEL Road,Quick Bites,"South Indian, Biryani",400,Dine-out,New BEL Road,0.28725737458604195,0.5764132469485127
"70, 80 Feet Road, RMV 2nd stage, New BEL Road, Bangalore",Plated,1,1,4.1,555,New BEL Road,Cafe,"Cafe, Continental",800,Dine-out,New BEL Road,0.3165579387955353,0.6833912431030362
"71, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",Smoke - The Sizzler House,1,1,4.2,680,New BEL Road,Casual Dining,"Continental, Italian",800,Dine-out,New BEL Road,0.33391696308107444,0.7129251041793054
"1, RMV 2nd Stage, 3rd Block, Chikkamaranahalli, New BEL Road, Bangalore",Mughlai Azam,1,1,4.0,117,New BEL Road,Casual Dining,"Mughlai, Biryani, North Indian",1400,Dine-out,New BEL Road,0.28804159511836136,0.5875744685968022
"3, 1st Cross, MSRIT Estate, New BEL Road, Bangalore",Thalassery Restaurant,1,0,3.8,465,New BEL Road,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Dine-out,New BEL Road,0.2746400864712375,0.6160967630408017
"3, Devasandra, New BEL Road, Bangalore",Pizza Hut,1,0,3.6,436,New BEL Road,Casual Dining,"Pizza, Fast Food",750,Dine-out,New BEL Road,0.24779988961118604,0.5742341021852516
"9, Jaikar Complex, RMV 2nd Stage, Near MS Ramaiah Hospital, New BEL Road, Bangalore",Nandhini Deluxe,0,1,3.7,511,New BEL Road,Casual Dining,North Indian,600,Dine-out,New BEL Road,0.2633765945050901,0.6002996078091581
"22, 1st Floor MSR Nagar, ITI layout, New BEL Road, Bangalore",Vinny's,1,0,4.1,1107,New BEL Road,Casual Dining,"Italian, Pizza",700,Dine-out,New BEL Road,0.3362347448791855,0.714554554989501
"4, Anaga, Unit 5, 1st Floor, Near Ramaiah Hospital, Devasandra, New BEL Road, Bangalore",Chung Wah,1,0,4.0,539,New BEL Road,Casual Dining,"Chinese, Momos, Thai, Vietnamese",650,Dine-out,New BEL Road,0.3030843707837606,0.6621436774562252
"4th Floor, Building 118, Near KFC, New BEL Road, Bangalore",Black Jack,0,0,3.7,318,New BEL Road,Bar,"North Indian, Chinese",1400,Dine-out,New BEL Road,0.2564968416533791,0.580865562766194
"68,1st Main Road, Bala Anjaneya Temple Road, RMV 2nd Stage, Opposite M.S.Ramaiah Hospital, New BEL Road, Bangalore",Lincoln Bistro,1,0,4.3,251,New BEL Road,Casual Dining,"North Indian, Mughlai, Asian, Chinese",800,Dine-out,New BEL Road,0.33152788850729786,0.6815458192408407
"19, Jaladarshini Layout, Above Reliance Digital, New BEL Road, Bangalore",Peppermill Bistro,1,1,4.0,868,New BEL Road,"Casual Dining, Cafe","Continental, European, Mediterranean, Cafe, Steak",1000,Dine-out,New BEL Road,0.31481203238071875,0.6833338139420497
"66, Louis OMJ, AGS Layout, Near SBI Dollars Colony, New BEL Road, Bangalore",Prana,1,0,4.0,239,New BEL Road,Cafe,"Cafe, Healthy Food, South Indian",500,Dine-out,New BEL Road,0.2923904544339507,0.6239751498638992
"1259, Opposite Canara Bank, 3rd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",B1,1,1,3.9,123,New BEL Road,Pub,"Continental, Burger, Italian, Pizza, North Indian, Salad",1100,Dine-out,New BEL Road,0.2753522476389058,0.5741705648456092
"19, Above Reliance Digital, Jaladarshini Layout, New BEL Road, Bangalore",Kargeens,1,0,3.9,365,New BEL Road,Cafe,"Cafe, Italian, Pizza, Continental",900,Dine-out,New BEL Road,0.28397867349441913,0.624985051304497
"2/4, 80 Feet Road, Poojari Layout, RMV Extension, New BEL Road, Bangalore",Freskka,1,0,4.0,702,New BEL Road,Casual Dining,"Italian, American, Asian, Continental, Mexican, Momos",700,Dine-out,New BEL Road,0.3088947320004906,0.6739767481116663
"1, Ramachandra Pura Main Road, C Ramaiah Layout, Vidyaranyapura, Bangalore",KA 12 - Flavour Of Coorg,1,0,4.0,105,New BEL Road,Quick Bites,South Indian,300,Dine-out,New BEL Road,0.28761383846436894,0.581804567249064
"82, 80 Feet Road, Opposite MS Ramaiah Hospital, RMV 2nd Stage, New BEL Road, Bangalore",Jashn Hyderabadi Bawarchi,1,0,2.9,140,New BEL Road,Casual Dining,"Hyderabadi, North Indian, Chinese, Biryani",650,Dine-out,New BEL Road,0.14692597816754566,0.414937237196936
"577, SDA Complex, 1st Floor, Above BATA Showroom, Vidyaranyapura, New BEL Road, Bangalore",New Prashanth Hotel,1,0,3.1,40,New BEL Road,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Dine-out,New BEL Road,0.16916779099717894,0.4332710396003763
"22, 3nd Floor, MSR Nagar, ITI Layout, New BEL Road, Bangalore",Ember The Calabash,1,0,4.1,670,New BEL Road,Cafe,"Cafe, Italian, Continental, Beverages",800,Dine-out,New BEL Road,0.32065727339629574,0.6920674697626227
"205, New BEL Road, Bangalore",THE BEL ST.,0,0,3.9,523,New BEL Road,"Cafe, Casual Dining","Cafe, Italian, American, Continental",1100,Dine-out,New BEL Road,0.2896108027719857,0.640936654614741
"67, Ground Floor, 80 Feet Road, RMV 2nd Stage, New BEL Road, Bangalore",The Egg Factory,1,0,4.0,380,New BEL Road,Casual Dining,"Continental, American",750,Dine-out,New BEL Road,0.2974165951183613,0.6461030813387239
"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL circle), New BEL Road, Bangalore",My Place - Gokulam Grand Hotel & Spa,0,1,4.2,426,New BEL Road,"Casual Dining, Lounge","Continental, Asian, South Indian, North Indian",1800,Dine-out,New BEL Road,0.32486278057156875,0.6904399546960773
"Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL circle), New BEL Road, Bangalore",Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,0,0,3.7,37,New BEL Road,Lounge,Continental,2000,Dine-out,New BEL Road,0.24648020667239048,0.4935566555994466
"14 Indira House, First Floor, ITI Layout, New BEL Road, Bangalore",Beijing Bites,0,0,3.6,314,New BEL Road,Casual Dining,"Chinese, Thai",850,Dine-out,New BEL Road,0.2434510302955967,0.5614204741785196
"960,2nd Block, BEL Layout, Vidyaranyapura Main Road, Vidyaranyapura, New BEL Road, Bangalore",Rigan Hyderabadi Bawarchi,1,0,3.6,133,New BEL Road,Casual Dining,"Biryani, North Indian, Chinese",700,Dine-out,New BEL Road,0.23699903409787806,0.5289000838184839
"#7/1, MSR Engineering College Road, Mathikere Extn. Devasandra Layout, Mathikere, New BEL Road, Bangalore",Hotel Taj Delight,1,0,3.3,19,New BEL Road,Casual Dining,"North Indian, Biryani, Arabian",600,Dine-out,New BEL Road,0.1942256684655954,0.44012498897233304
"1/B, 3rd Main Road, KGE Layout, RMV 2nd stage, New BEL Road, Bangalore",Lan Thai,0,0,4.0,66,New BEL Road,Casual Dining,Thai,800,Dine-out,New BEL Road,0.28622362933889367,0.5564135303937409
"Thindlu Road, GD Layout, Doddabommasandra, Vidyaranyapura, New BEL Road, Bangalore",Shivaji Kshatriya Restaurant,0,0,,0,New BEL Road,Casual Dining,"South Indian, North Indian",500,Dine-out,New BEL Road,,0.34420194549135175
"12, Jaladarsini Layout, New BEL Road, Bangalore",Satrangi,1,0,3.7,214,New BEL Road,Casual Dining,"North Indian, South Indian",900,Dine-out,New BEL Road,0.2527896173187783,0.5646639686891649
"46/2/1, Vidyaranyapura Main Road, Doddabommasandra, New BEL Road, Bangalore",Hotel Panchami Grand,0,0,3.5,15,New BEL Road,Casual Dining,"Chinese, North Indian, South Indian",550,Dine-out,New BEL Road,0.21988953452716786,0.4466111065660384
"13, Floor 3, AG's Layout, RMV 2nd Stage, New BEL Road, Bangalore",Puff Cafe,1,0,3.7,126,New BEL Road,Cafe,"Cafe, Italian, American",700,Dine-out,New BEL Road,0.24965273518950076,0.5430542985580944
"561, Mosque Complex, Opposite Ganesh Temple, New BEL Road, Bangalore",Chicken County,1,0,3.2,192,New BEL Road,Quick Bites,"Chinese, North Indian",400,Dine-out,New BEL Road,0.18748926775420094,0.4720678866699698
"17, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",Subhash Mess,0,0,3.7,23,New BEL Road,Mess,North Indian,200,Dine-out,New BEL Road,0.2459811572427327,0.4747085095740513
"7, MES Road, Near BEL Circle, Muthyal Nagar New BEL Road, Bangalore",Q3 Food Corner,0,0,,0,New BEL Road,Casual Dining,"South Indian, North Indian",500,Dine-out,New BEL Road,,0.34420194549135175
"4, Opposite Ramaiah Hospital, New BEL Road, Bangalore",Cafe Coffee Day,1,0,3.2,58,New BEL Road,Cafe,"Cafe, Fast Food",900,Dine-out,New BEL Road,0.18271265178461918,0.4489195533398106
"191, Next To airtel Store, New BEL Road, Bangalore",Namakh Store And Cafe,1,0,3.7,18,New BEL Road,Cafe,"Cafe, Continental, American",400,Dine-out,New BEL Road,0.2458029253035692,0.46512509098963734
"1269/1, 1st Floor, 1st Block, Near Canara Bank, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Mr. Chef,1,0,3.2,119,New BEL Road,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,New BEL Road,0.18488708144241386,0.4611530839334799
"1, RMV 2nd Stage, 3rd Block, Chikkamaranahalli, New BEL Road, Bangalore",Sholay - The Barbeque,1,1,3.5,45,New BEL Road,Casual Dining,"North Indian, BBQ",1200,Dine-out,New BEL Road,0.22095892616214885,0.4789991046729146
"4/1, MSR College Road, AK Colony, Mathikere Extension, New BEL Road, Bangalore",Rayalaseema Ruchulu,1,0,3.2,112,New BEL Road,Casual Dining,"Andhra, North Indian",700,Dine-out,New BEL Road,0.18463755672758494,0.45994102830246286
"48, 1st Main Road, Jaladarsini Layout, New BEL Road, Bangalore",Nomadic Tandoor,1,0,3.7,168,New BEL Road,Cafe,"Cafe, North Indian, Chinese, Continental",700,Dine-out,New BEL Road,0.25114988347847417,0.5547809426704875
"1243, 6th Cross, 2nd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Kanti Sweets,1,0,3.5,14,Jalahalli,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Dine-out,New BEL Road,0.21985388813933515,0.4445326777886057
"214, 1st Floor, Ganesh Nilaya, MGEHBS Layout, MSR Nagar, Devasandra, New BEL Road, Bangalore",Santo's,1,0,3.7,69,New BEL Road,Casual Dining,"North Indian, Fast Food",650,Dine-out,New BEL Road,0.2476208910830369,0.5186136412764679
"2/10, 80 Feet Road, RMV 2nd Stage, Poojary Layout, New BEL Road, Bangalore",Cafe Rossini,1,0,3.9,431,New BEL Road,Casual Dining,"Continental, Italian, Chinese",700,Dine-out,New BEL Road,0.2863313350913773,0.6323992723994725
"1, RMV 2nd Stage, 3rd Block, Chikkamaranahalli, New BEL Road, Bangalore",The Hundred Food Journey,1,1,3.8,46,New BEL Road,Casual Dining,"Continental, Italian",1100,Dine-out,New BEL Road,0.2597042499693364,0.5135886287826108
"1259, Soorya Plaza, 3rd Block, Opposite Canara Bank, Vidyaranyapura, New BEL Road, Bangalore",Shivas Family Restaurant,0,0,3.4,8,New BEL Road,Casual Dining,"North Indian, Chinese",550,Dine-out,New BEL Road,0.20673678400588738,0.42398051211211035
